sensor,baseline_state,comparison_state,baseline_n,comparison_n,baseline_median,comparison_median,baseline_iqr,comparison_iqr,median_shift,standardized_median_shift,iqr_ratio,ks_statistic,ks_pvalue,abs_standardized_median_shift
sensor_04,normal,abnormal,205822,7,633.3333740234381,206.038757324219,9.722300000000132,258.3043975830075,-427.2946166992191,-43.94995183230442,26.568239776905056,0.9370426873706407,7.840671651876376e-09,43.94995183230442
sensor_00,normal,abnormal,205822,7,2.456539,1.093982,0.05509200000000014,2.1058159035,-1.3625569999999998,-24.732393087925583,38.22362418318439,0.9408275111504115,5.080060109583231e-09,24.732393087925583
sensor_10,normal,abnormal,205822,7,44.69339,28.30488,6.179440000000007,9.588850000000004,-16.38851,-2.6521027795398906,1.5517344613751398,0.8139356198212879,1.551504322796748e-05,2.6521027795398906
sensor_12,normal,abnormal,205822,7,32.8352,21.43791,5.248952499999998,15.940530500000001,-11.397290000000002,-2.1713456161014997,3.036897457159311,0.6193493129292024,0.004065148617561793,2.1713456161014997
sensor_11,normal,abnormal,205822,7,45.98522,30.43471,9.6247075,30.410491,-15.55051,-1.6156865026807308,3.159627552317824,0.5474612598680968,0.017021392024218804,1.6156865026807308
sensor_05,normal,abnormal,205822,7,75.648,60.30106,10.10164499999999,41.12690500000001,-15.346939999999996,-1.5192515674427294,4.071307692954964,0.7215451076311431,0.0003223978481916279,1.5192515674427294
sensor_06,normal,abnormal,205822,7,13.67911,12.30469,1.186350000000001,6.550200500000001,-1.3744199999999989,-1.1585282589455033,5.521305264045177,0.5551183616356435,0.014802483045173571,1.1585282589455033
sensor_51,normal,abnormal,193452,6,198.4954,231.62615,35.59030000000001,75.66550000000001,33.130750000000006,0.9308926870523708,2.1260146725371794,0.45837210264044825,0.1129704766831463,0.9308926870523708
sensor_01,normal,abnormal,205497,7,48.26389,45.8333320617676,2.8645799999999966,3.5373300000000043,-2.430557938232404,-0.8484866675856171,1.2348511823722879,0.5017118776151754,0.037336174734244026,0.8484866675856171
sensor_29,normal,abnormal,205764,7,565.69955,724.8124,219.107075,215.42439999999988,159.11284999999998,0.7261876413621056,0.9831923501329196,0.28361340453834766,0.5344944955020222,0.7261876413621056
sensor_36,normal,abnormal,205820,7,771.9181000000001,367.8615,574.1410500000001,232.33185000000003,-404.0566000000001,-0.703758423126164,0.4046598827936097,0.4679629912406124,0.06334750356188512,0.703758423126164
sensor_08,normal,abnormal,205822,7,15.49479,15.18374,0.5136000000000003,1.1537949999999988,-0.3110499999999998,-0.6056269470404978,2.246485591900308,0.3121705717978225,0.41804034618020225,0.6056269470404978
sensor_22,normal,abnormal,205795,7,531.7361,498.6224,54.934799999999996,72.9393,-33.11369999999994,-0.6027818432032144,1.3277430699665786,0.27744183705698805,0.5615061094193767,0.6027818432032144
sensor_46,normal,abnormal,205814,7,45.13889,39.0625,10.706019999999995,22.569445,-6.0763900000000035,-0.5675675928122689,2.1081078682834526,0.43065097612407316,0.10759603891432223,0.5675675928122689
sensor_33,normal,abnormal,205820,7,511.2878,546.6656,64.69315000000006,64.16005000000007,35.377800000000036,0.5468554244151043,0.991759560324393,0.28751544345267016,0.5179326452917901,0.5468554244151043
sensor_07,normal,abnormal,205822,7,16.16753,15.91435,0.47743,1.215284999999998,-0.25317999999999863,-0.5302976352554272,2.5454726347317886,0.4077281756635761,0.1448813243064232,0.5302976352554272
sensor_42,normal,abnormal,205814,7,35.15625,32.8125,4.42709,6.119786984558097,-2.34375,-0.529410967475249,1.3823498019145979,0.3291709990574013,0.35505907904551015,0.529410967475249
sensor_28,normal,abnormal,205820,7,940.1863000000001,1063.003,246.1805999999999,92.18650000000002,122.81669999999986,0.49888862079302715,0.37446695637267946,0.6153636325777032,0.0044326236724465656,0.49888862079302715
sensor_39,normal,abnormal,205814,7,35.67708,32.8125,6.25,6.901035000000004,-2.8645799999999966,-0.45833279999999943,1.1041656000000006,0.3121119068673657,0.41826695075642284,0.45833279999999943
sensor_09,normal,abnormal,205822,7,15.08247,15.05353,0.06509999999999927,0.7704000000000004,-0.02894000000000041,-0.4445468509984752,11.834101382488619,0.3675478256524014,0.23523962861908287,0.4445468509984752
sensor_44,normal,abnormal,205814,7,40.798610687255895,37.32639,7.81249827026371,16.64706997981901,-3.4722206872558914,-0.444444346371508,2.1308254291948905,0.3416239905934484,0.3126194313804135,0.444444346371508
sensor_02,normal,abnormal,205822,7,51.736110687255895,52.73437,2.256945687255893,3.276913625488305,0.9982593127441035,0.4423054211631636,1.451924006852172,0.2831114819046138,0.5366535012449034,0.4423054211631636
sensor_03,normal,abnormal,205822,7,44.357635498046896,43.402774810790994,2.2135391235350994,1.5408015637207058,-0.954860687255902,-0.4313728531397973,0.6960805649822858,0.4604019839611758,0.0708643054817506,0.4313728531397973
sensor_31,normal,abnormal,205820,7,911.4583,971.8749,144.2708,54.16685000000007,60.41660000000002,0.41877219783906383,0.3754526210432053,0.554125657648153,0.015075292864270702,0.41877219783906383
sensor_18,normal,abnormal,205790,7,2.5336305,2.481055,0.14034674999999996,0.12071499999999968,-0.05257550000000011,-0.37461145341805296,0.860119667893982,0.2573899884070446,0.6539088570641304,0.37461145341805296
sensor_25,normal,abnormal,205800,7,740.24325,719.8438,55.49535000000003,91.15575000000001,-20.39945,-0.36758845560934367,1.6425835678124376,0.2528377065111759,0.6752665585600729,0.36758845560934367
sensor_35,normal,abnormal,205820,7,471.321,411.1652,177.65199999999993,172.35555,-60.1558,-0.3386159457816406,0.9701863756107449,0.2516665047128559,0.6807536093323341,0.3386159457816406
sensor_17,normal,abnormal,205790,7,462.0167,457.7386,12.726024999999993,11.384700000000066,-4.278099999999995,-0.3361693851772252,0.8945998455920111,0.2435749342255975,0.7183956680485719,0.3361693851772252
sensor_45,normal,abnormal,205814,7,40.50926,37.90509,7.8125,18.518519999999995,-2.6041699999999963,-0.33333375999999953,2.3703705599999996,0.32249020960673225,0.3791484319033328,0.33333375999999953
sensor_49,normal,abnormal,205814,7,53.53009,49.76852,12.442134146728492,23.003475,-3.761569999999999,-0.30232514419474077,1.8488367613403756,0.3467791306713829,0.29603081357567285,0.30232514419474077
sensor_13,normal,abnormal,205822,7,3.8065255000000002,6.803444,11.3343965,8.969626900000002,2.9969184999999996,0.26440918137988195,0.7913634307746338,0.3086890614220055,0.43159045480027614,0.26440918137988195
sensor_34,normal,abnormal,205820,7,227.0549,261.7709,148.424675,141.31445,34.71599999999998,0.23389641917693252,0.9520953978844824,0.2413030803614809,0.7288344195428395,0.23389641917693252
sensor_40,normal,abnormal,205814,7,67.44791,71.61458,19.531250000000007,42.057305,4.1666700000000105,0.21333350400000045,2.153334015999999,0.2831682975890853,0.5364087499276355,0.21333350400000045
sensor_21,normal,abnormal,205820,7,879.7066,880.8264,6.648649999999975,12.130200000000059,1.1198000000000548,0.16842516901928345,1.8244606047844456,0.226771659008565,0.7932686564399338,0.16842516901928345
sensor_37,normal,abnormal,205820,7,63.508845,72.70645,63.124480000000005,36.84589000000002,9.197605000000003,0.1457058339332063,0.5837020756448213,0.23761122756361308,0.7456249415357845,0.1457058339332063
sensor_20,normal,abnormal,205820,7,399.3728,399.093,2.04200000000003,4.787149999999997,-0.2797999999999661,-0.13702252693435943,2.344343780607212,0.43771256437663975,0.09777802558217097,0.13702252693435943
sensor_32,normal,abnormal,205768,7,876.6474000000001,849.8132,198.17345000000012,129.51840000000004,-26.83420000000001,-0.1354076441622225,0.6535608074643701,0.1904676278971602,0.9224651522430288,0.1354076441622225
sensor_38,normal,abnormal,205814,7,49.73958,48.69791,7.8125,8.463544999999996,-1.0416699999999963,-0.13333375999999952,1.0833337599999995,0.2749715762776099,0.5725718784067018,0.13333375999999952
sensor_47,normal,abnormal,205814,7,43.1134262084961,43.98148,7.233800000000002,7.378470000000007,0.8680537915038968,0.11999969469765498,1.0199991705604254,0.28098185740522996,0.5458918120853448,0.11999969469765498
sensor_27,normal,abnormal,205820,7,493.2957,502.5955,89.64865000000009,46.25464999999997,9.299800000000005,0.1037360852617412,0.5159547857106596,0.28469120035537293,0.5298830755037487,0.1037360852617412
sensor_14,normal,abnormal,205815,7,420.0985,420.3359,2.76015000000001,7.029600000000016,0.23739999999997963,0.08600981830696837,2.546818107711534,0.21330667971583356,0.8476831064010556,0.08600981830696837
sensor_43,normal,abnormal,205814,7,43.22916,42.70833,6.510420000000003,13.411459999999991,-0.5208300000000037,-0.07999944704028364,2.0599992012804065,0.3223007181241315,0.3798445581528572,0.07999944704028364
sensor_30,normal,abnormal,205575,7,666.6666,671.2963,70.8332999999999,38.88895000000002,4.629699999999957,0.06536050134611777,0.5490207289509325,0.2818832195410087,0.541966656481149,0.06536050134611777
sensor_19,normal,abnormal,205820,7,665.68865,665.4158,4.323725000000081,7.505749999999921,-0.2728500000000622,-0.06310530850136331,1.7359452786659142,0.3144016269417105,0.40946731044840645,0.06310530850136331
sensor_16,normal,abnormal,205805,7,462.8291,463.0843,4.7193000000000325,7.396200000000022,0.2552000000000021,0.054075816328692884,1.5672239527048442,0.23459238460817622,0.7591663106257949,0.054075816328692884
sensor_41,normal,abnormal,205814,7,35.15625,35.41666,4.94791,7.03125,0.26041000000000025,0.05263030249135498,1.4210545462629676,0.2693694306509761,0.598093670492254,0.05263030249135498
sensor_24,normal,abnormal,205820,7,625.70655,625.123,27.984424999999874,9.884650000000079,-0.5835499999999456,-0.020852670726661287,0.3532196927398052,0.28420950344961615,0.5319398315054831,0.020852670726661287
sensor_48,normal,abnormal,205814,7,146.1227,144.6759,120.65970999999999,113.13657,-1.446799999999996,-0.011990746538343216,0.9376499413101524,0.22921667136346408,0.7827753792104375,0.011990746538343216
sensor_23,normal,abnormal,205820,7,981.54525,982.5069,139.781875,94.53949999999986,0.9616499999999633,0.006879647307635294,0.6763358983416116,0.14245734830711992,0.9941158889686015,0.006879647307635294
sensor_26,normal,abnormal,205816,7,854.1813999999999,854.0722,111.76287500000001,156.61665000000005,-0.10919999999998709,-0.000977068637505854,1.401329824416203,0.21192646413717658,0.8528922116486879,0.000977068637505854
sensor_04,normal,recovery,205822,14472,633.3333740234381,3.56770825386047,9.722300000000132,199.69326829910298,-629.7656657695776,-64.77537884755347,20.539714707332656,0.9831229593917415,0.0,64.77537884755347
sensor_09,normal,recovery,205822,9896,15.08247,11.29196,0.06509999999999927,15.046296203824431,-3.790510000000001,-58.2259600614446,231.12590174845775,0.7090141834181904,0.0,58.2259600614446
sensor_00,normal,recovery,205822,4283,2.456539,0.0019675929999999,0.05509200000000014,0.1072338013909757,-2.454571407,-44.55404427140045,1.9464496005041645,0.9838360837840943,0.0,44.55404427140045
sensor_07,normal,recovery,205822,9040,16.16753,11.34983,0.47743,13.773151018656492,-4.8176999999999985,-10.090903378505747,28.848524430087114,0.8300259168008649,0.0,10.090903378505747
sensor_08,normal,recovery,205822,9384,15.49479,11.14005,0.5136000000000003,12.717014815297723,-4.35474,-8.47885514018691,24.76054286467624,0.7730058982590532,0.0,8.47885514018691
sensor_05,normal,recovery,205822,14472,75.648,0.0,10.10164499999999,99.9998779296875,-75.648,-7.488681298936962,9.899365690408601,0.5414658015774405,0.0,7.488681298936962
sensor_10,normal,recovery,205822,14472,44.69339,0.3597733999999999,6.179440000000007,1.66387165,-44.3336166,-7.1743744740623665,0.2692592937224082,0.9820093168570486,0.0,7.1743744740623665
sensor_12,normal,recovery,205822,14472,32.8352,0.0,5.248952499999998,0.0,-32.8352,-6.255571945069042,0.0,0.9819305551600751,0.0,6.255571945069042
sensor_06,normal,recovery,205822,9693,13.67911,6.553819,1.186350000000001,10.069444815297723,-7.125291,-6.006061448982168,8.487752193954327,0.9414615388704771,0.0,6.006061448982168
sensor_02,normal,recovery,205822,14472,51.736110687255895,38.715274810791,2.256945687255893,6.119792938232401,-13.020835876464893,-5.769228719144001,2.7115375318017287,0.8687649986773364,0.0,5.769228719144001
sensor_11,normal,recovery,205822,14472,45.98522,0.0868055522441864,9.6247075,0.8563751749999999,-45.89841444775581,-4.768811358449679,0.08897674812455339,0.9788998157767789,0.0,4.768811358449679
sensor_51,normal,recovery,193452,11479,198.4954,36.16898,35.59030000000001,51.9386570733643,-162.32641999999998,-4.560973636074996,1.459348672907064,0.7317341964253594,0.0,4.560973636074996
sensor_01,normal,recovery,205497,14447,48.26389,38.67188,2.8645799999999966,5.685755687255892,-9.592010000000002,-3.3484873873307825,1.9848479313741973,0.7984595941629655,0.0,3.3484873873307825
sensor_03,normal,recovery,205822,14472,44.357635498046896,37.717014312744105,2.2135391235350994,5.555560000000007,-6.640621185302791,-3.000001723347671,2.509808812923796,0.7609337816031595,0.0,3.000001723347671
sensor_38,normal,recovery,205814,14472,49.73958,29.9479160308838,7.8125,6.7708339691162,-19.791663969116197,-2.5333329880468733,0.8666667480468736,0.8386253115841772,0.0,2.5333329880468733
sensor_40,normal,recovery,205814,14472,67.44791,29.9479160308838,19.531250000000007,9.1145820617676,-37.49999396911619,-1.9199996912187483,0.46666660156250095,0.8461736051877397,0.0,1.9199996912187483
sensor_41,normal,recovery,205814,14472,35.15625,25.7812480926514,4.94791,7.812498092651399,-9.3750019073486,-1.8947397805030004,1.5789491103620314,0.6652084939724272,0.0,1.8947397805030004
sensor_43,normal,recovery,205814,14472,43.22916,30.989582061767603,6.510420000000003,9.635409999999997,-12.239577938232397,-1.8799982087534124,1.479998218240911,0.6699692891975222,0.0,1.8799982087534124
sensor_39,normal,recovery,205814,14472,35.67708,24.4791660308838,6.25,6.770832061767599,-11.197913969116197,-1.7916662350585915,1.083333129882816,0.7159594234357907,0.0,1.7916662350585915
sensor_49,normal,recovery,205814,14472,53.53009,31.5393524169922,12.442134146728492,5.7870368957519,-21.9907375830078,-1.7674409650043836,0.4651160988545949,0.883652386807061,0.0,1.7674409650043836
sensor_42,normal,recovery,205814,14472,35.15625,28.3854160308838,4.42709,7.2916620617676,-6.7708339691162,-1.5294096052070776,1.6470553030924602,0.595091054080543,0.0,1.5294096052070776
sensor_47,normal,recovery,205814,14472,43.1134262084961,32.986110687255895,7.233800000000002,5.4976853436278965,-10.127315521240206,-1.3999993808565627,0.7599996327833082,0.7966798016110582,0.0,1.3999993808565627
sensor_44,normal,recovery,205814,14472,40.798610687255895,30.6713,7.81249827026371,4.629626030883795,-10.127310687255896,-1.2962960549767968,0.5925922631567536,0.78299179099079,0.0,1.2962960549767968
sensor_45,normal,recovery,205814,14472,40.50926,30.96065,7.8125,4.340283104247998,-9.548609999999996,-1.2222220799999997,0.5555562373437437,0.7802848199791701,0.0,1.2222220799999997
sensor_46,normal,recovery,205814,14472,45.13889,32.1180572509766,10.706019999999995,5.787036895751999,-13.020832749023405,-1.2162159933405141,0.5405404525446433,0.7984801378917629,0.0,1.2162159933405141
sensor_48,normal,recovery,205814,14472,146.1227,31.5393524169922,120.65970999999999,5.7870368957519,-114.58334758300781,-0.9496405020616063,0.04796163438277699,0.9133303497778399,0.0,0.9496405020616063
sensor_23,normal,recovery,205820,14477,981.54525,1088.613,139.781875,140.82950000000005,107.06775000000005,0.765963040630268,1.00749471274441,0.22740341608679715,0.0,0.765963040630268
sensor_31,normal,recovery,205820,14477,911.4583,989.0624,144.2708,85.93759999999997,77.60410000000002,0.5379057993717371,0.5956687008043206,0.4018672443190039,0.0,0.5379057993717371
sensor_26,normal,recovery,205816,14477,854.1813999999999,912.7559,111.76287500000001,166.87749999999994,58.57450000000006,0.5240962171025043,1.493138933657531,0.2588378274349842,0.0,0.5240962171025043
sensor_28,normal,recovery,205820,14477,940.1863000000001,1066.251,246.1805999999999,101.89300000000003,126.0646999999999,0.5120821868173201,0.4138953272516196,0.7257609977102929,0.0,0.5120821868173201
sensor_13,normal,recovery,205822,14472,3.8065255000000002,0.0,11.3343965,0.0,-3.8065255000000002,-0.3358383924543314,0.0,0.9646282213971843,0.0,0.3358383924543314
sensor_33,normal,recovery,205820,14477,511.2878,532.5555,64.69315000000006,86.31060000000002,21.267700000000048,0.32874732487133534,1.3341536159547023,0.18759502094761848,0.0,0.32874732487133534
sensor_30,normal,recovery,205575,14477,666.6666,689.8148,70.8332999999999,38.42590000000007,23.148199999999974,0.3267982714344808,0.542483549404025,0.31304535617227963,0.0,0.3267982714344808
sensor_35,normal,recovery,205820,14477,471.321,511.9011,177.65199999999993,177.39469999999994,40.58009999999996,0.22842467295611632,0.998551662801432,0.1990188522223239,0.0,0.22842467295611632
sensor_34,normal,recovery,205820,14477,227.0549,193.1559,148.424675,95.96469999999997,-33.899,-0.22839194359024198,0.6465548939217819,0.2634020296717863,0.0,0.22839194359024198
sensor_32,normal,recovery,205768,14477,876.6474000000001,908.9795,198.17345000000012,108.98570000000007,32.33209999999997,0.16315051284619583,0.5499510655943064,0.21178700140272025,0.0,0.16315051284619583
sensor_36,normal,recovery,205820,14477,771.9181000000001,682.2244,574.1410500000001,395.72970000000004,-89.69370000000015,-0.15622241259356065,0.6892551926046744,0.3396553449284923,0.0,0.15622241259356065
sensor_29,normal,recovery,205764,14477,565.69955,534.1785,219.107075,266.8256,-31.52105000000006,-0.1438613974468878,1.2177863266167923,0.22359996988739356,0.0,0.1438613974468878
sensor_37,normal,recovery,205820,14477,63.508845,72.20411999999999,63.124480000000005,47.34249,8.695274999999988,0.13774806540980594,0.7499862177082487,0.14882332664063713,5.686513103643808e-262,0.13774806540980594
sensor_27,normal,recovery,205820,14477,493.2957,503.6285,89.64865000000009,54.890499999999975,10.332799999999963,0.11525884661955259,0.612284736022237,0.27914066788928205,0.0,0.11525884661955259
sensor_16,normal,recovery,205805,14477,462.8291,463.2863,4.7193000000000325,12.785799999999995,0.4572000000000003,0.09687877439450705,2.709257728900453,0.14802980098617458,3.5490376760772496e-259,0.09687877439450705
sensor_14,normal,recovery,205815,14477,420.0985,420.2777,2.76015000000001,11.588000000000022,0.17919999999998026,0.06492400775319443,4.198322554933601,0.16145733449939548,1.56082842618094e-308,0.06492400775319443
sensor_24,normal,recovery,205820,14477,625.70655,627.2341,27.984424999999874,12.346299999999928,1.5275500000000193,0.054585720449858315,0.4411846947007124,0.27524531505168914,0.0,0.054585720449858315
sensor_19,normal,recovery,205820,14477,665.68865,665.4791,4.323725000000081,13.512699999999995,-0.20955000000003565,-0.04846515446750931,3.125245014426158,0.13861072573293642,3.6885026182971673e-227,0.04846515446750931
sensor_20,normal,recovery,205820,14477,399.3728,399.2862,2.04200000000003,8.305800000000033,-0.08659999999997581,-0.042409402546510544,4.06748285994119,0.1394054295137559,8.87746451523805e-230,0.042409402546510544
sensor_25,normal,recovery,205800,14477,740.24325,738.9966,55.49535000000003,106.35829999999999,-1.246650000000045,-0.02246404428479223,1.916526339594217,0.3437930441322662,0.0,0.02246404428479223
sensor_22,normal,recovery,205795,14477,531.7361,532.6485,54.934799999999996,72.70689999999996,0.9124000000000478,0.016608779862674443,1.3235126003917366,0.13246917407920386,1.950155053575988e-207,0.016608779862674443
sensor_21,normal,recovery,205820,14477,879.7066,879.5981,6.648649999999975,16.6006000000001,-0.10849999999993543,-0.016319102374156534,2.4968377038948,0.13326689065537609,6.019715639018325e-210,0.016319102374156534
sensor_18,normal,recovery,205790,14477,2.5336305,2.534958,0.14034674999999996,0.1386529999999997,0.001327499999999926,0.00945871564535642,0.9879316763658562,0.1155967744771795,6.446914024925761e-158,0.00945871564535642
sensor_17,normal,recovery,205790,14477,462.0167,462.0662,12.726024999999993,12.63590000000005,0.04949999999996635,0.0038896670405697284,0.992918055716538,0.11575208886006316,2.4245416160633406e-158,0.0038896670405697284
